B9J08_003268	CJI97_003343
B9J08_001149	CJI97_001457
B9J08_003906	CJI97_004115
B9J08_001118	CJI97_001488
B9J08_002727	CJI97_002780
B9J08_003214	CJI97_003289
B9J08_002164	CJI97_001617
B9J08_000381	CJI97_000381
B9J08_000390	CJI97_000390
B9J08_004407	CJI97_004470
B9J08_000441	CJI97_000441
B9J08_004871	CJI97_004581
B9J08_005380	CJI97_005463
B9J08_000425	CJI97_000425
B9J08_002465	CJI97_002009
B9J08_001868	CJI97_002529
B9J08_002693	CJI97_002745
B9J08_003780	CJI97_003852
B9J08_001588	CJI97_001722
B9J08_003732	CJI97_003806
B9J08_001500	CJI97_001104
B9J08_003653	CJI97_003728
B9J08_002712	CJI97_002765
B9J08_000886	CJI97_000904
B9J08_000316	CJI97_000316
B9J08_002528	CJI97_002073
B9J08_003469	CJI97_003543
B9J08_001483	CJI97_001121
B9J08_001558	CJI97_001752
B9J08_004299	CJI97_004361
B9J08_004572	CJI97_004880
B9J08_005163	CJI97_005247
B9J08_002369	CJI97_001914
B9J08_004984	CJI97_005067
B9J08_002332	CJI97_001875
B9J08_004004	CJI97_004019
B9J08_004393	CJI97_004456
B9J08_004645	CJI97_004807
B9J08_004193	CJI97_004257
B9J08_000327	CJI97_000327
B9J08_002795	CJI97_002850
B9J08_001873	CJI97_002534
B9J08_003232	CJI97_003307
B9J08_000811	CJI97_000812
B9J08_000485	CJI97_000485
B9J08_003803	CJI97_003875
B9J08_003696	CJI97_003771
B9J08_001216	CJI97_001390
B9J08_001905	CJI97_002566
B9J08_000491	CJI97_000491
B9J08_003044	CJI97_003116
B9J08_004253	CJI97_004316
B9J08_003963	CJI97_004059
B9J08_004509	CJI97_004943
B9J08_000155	CJI97_000158
B9J08_002582	CJI97_002126
B9J08_001354	CJI97_001250
B9J08_001134	CJI97_001472
B9J08_002650	CJI97_002703
B9J08_001827	CJI97_002488
B9J08_002223	CJI97_001560
B9J08_003466	CJI97_003540
B9J08_000693	CJI97_000694
B9J08_004109	CJI97_004172
B9J08_003027	CJI97_003098
B9J08_005262	CJI97_005345
B9J08_003621	CJI97_003694
B9J08_003367	CJI97_003442
B9J08_005308	CJI97_005392
B9J08_000878	CJI97_000896
B9J08_003707	CJI97_003781
B9J08_001926	CJI97_002587
B9J08_000946	CJI97_000965
B9J08_004885	CJI97_004567
B9J08_000817	CJI97_000819
B9J08_003126	CJI97_003198
B9J08_004892	CJI97_004560
B9J08_001168	CJI97_001438
B9J08_001197	CJI97_001409
B9J08_004736	CJI97_004716
B9J08_004675	CJI97_004777
B9J08_002638	CJI97_002691
B9J08_002817	CJI97_002873
B9J08_004526	CJI97_004926
B9J08_000539	CJI97_000541
B9J08_000285	CJI97_000286
B9J08_002661	CJI97_002714
B9J08_003215	CJI97_003290
B9J08_003960	CJI97_004062
B9J08_004443	CJI97_004507
B9J08_001342	CJI97_001262
B9J08_003191	CJI97_003262
B9J08_004860	CJI97_004592
B9J08_005227	CJI97_005309
B9J08_002436	CJI97_001980
B9J08_002449	CJI97_001993
B9J08_003305	CJI97_003380
B9J08_002563	CJI97_002108
B9J08_005386	CJI97_005469
B9J08_000822	CJI97_000840
B9J08_002163	CJI97_001618
B9J08_005578	CJI97_003278
B9J08_003128	CJI97_003200
B9J08_004466	CJI97_004530
B9J08_001141	CJI97_001465
