1 2 A0C1 A0C1reseq A0C2 A0C2reseq e4 e5 e6 3 3reseq 4 5a 6 7 8 9 10 11 12 13 14 15 16 59 e7 e8 e9 17 18 A24C1 A24C1reseq A24C2 A24C2reseq e1 e2 e3
MSTRG.5917.1|469|x|C3_00750W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 0 0 0 3 1 1 1 4 5 3 1 3 4 4 6 3 1 2 9 1 5 11 1 0 0 3 0 3 4 7 2 0 1 0
C3_00750W_A|2583 8 54 221 816 241 576 1575 294 247 930 1288 851 324 280 360 372 982 768 30 54 37 108 56 75 99 26 8 7 73 44 142 148 168 78 22 173 175
MSTRG.5920.1|494|x|C3_00750W_A-T|Ca22chr3A_C_albicans_SC5314|calb 1 0 0 4 12 11 27 3 6 4 15 4 3 3 4 5 15 12 9 7 6 29 6 6 81 4 2 3 8 4 25 37 23 14 2 11 46
C3_00760W_A|1410 66 442 1687 5339 1562 3629 19317 3851 3821 10480 14389 5954 3092 6056 3902 4429 18287 17431 6146 9949 9451 5467 1671 2394 9527 1146 956 804 1360 645 2257 2225 2851 1299 1929 8568 7412
MSTRG.5923.1|233|x|C3_00770C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 1 3 19 15 16 12 1 3 24 24 12 9 16 7 10 28 38 11 22 11 9 5 4 0 0 1 0 5 0 4 7 3 6 2 10 43
C3_00770C_A|744 113 645 3675 12374 3904 8686 13755 2746 2972 6110 8338 5755 3113 4343 2566 2876 6819 6892 1340 2109 2386 3866 1567 1802 7478 677 472 466 986 443 2467 2499 3368 1534 1542 6796 8973
MSTRG.5925.1|212|x|C3_00780W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
C3_00780W_A|1365 11 79 400 1387 424 990 3452 640 597 1167 1553 1072 419 455 415 477 1192 937 248 465 428 1304 551 747 2386 282 238 247 372 236 857 925 1091 479 453 3050 2697
MSTRG.5928.1|299|x|C3_00790W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 2 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 0 1 0 0 0 0 1 2 0
C3_00790W_A|2436 6 40 167 521 217 523 1367 261 184 729 917 528 187 292 286 346 683 715 217 556 367 431 288 340 926 88 89 82 297 142 704 724 896 436 215 1626 1940
MSTRG.5929.1|316|x|C3_00790W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 1 0 31 5 3 0 3 0 0 0 0 1 0 2 0 4 3 10 1 0 5 3 2 1 4 2 6 5 0 0 1 6 3
MSTRG.5931.1|250|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0
MSTRG.5932.1|3239|x|C3_00800W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 1 9 36 7 20 527 77 105 21 26 37 21 12 14 11 51 43 97 94 131 474 200 184 842 54 71 29 193 102 398 384 417 220 73 358 650
C3_00800W_A|2685 7 44 117 348 166 342 2727 594 523 1517 2133 1314 497 577 528 592 1588 2494 1519 1423 1696 2475 1104 1342 4010 331 271 306 1967 1173 3098 3207 5059 2438 912 4001 3197
C3_00810C_A|2721 4 61 215 723 329 747 1822 606 756 1730 2247 1209 513 1179 1823 1810 4010 3425 1453 2315 1479 10756 5533 8167 20004 1155 851 1204 5290 3158 11368 12461 18873 8780 2140 27631 21042
MSTRG.5934.1|1421|x|C3_00810C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 2 3 2 1 0 0 0 0 0 0 3 0 11 0 4 14 0 0 0 0 0 10 7 11 8 1 4 14
MSTRG.5935.1|1340|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 1 2 2 2 2 6 3 7 2 3 2 6 5 2 2 8 15 10 6 5 19 8 6 20 0 1 0 3 2 7 8 18 15 0 24 31
MSTRG.5936.1|203|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 5 0 1 0 0
MSTRG.5937.1|344|x|C3_00820W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 2 2 1 9 1 0 2 0 0 1 1 0 0 4 1 0 1 0 12 3 3 1 0 1 0 0 1 0 0 0 1 1 3 0
C3_00820W_A|2313 22 135 581 1951 560 1274 6967 1494 1517 2995 4035 2286 953 1136 965 990 3079 3128 1024 1711 1426 3325 1555 1990 5857 571 477 473 1149 620 2367 2411 2636 1266 908 6216 4654
MSTRG.5940.1|222|x|C3_00830C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 5 2 4 3 2 1 2 4 1 0 0 0 0 2 4 0 1 0 9 0 7 0 0 0 0 0 0 2 1 5 0 0 1 19
C3_00830C_A|2313 26 178 707 2388 791 1807 5462 1084 889 2761 3919 2107 851 1275 775 868 1929 1972 484 1011 897 1152 553 673 1655 416 365 284 532 274 850 948 1244 576 548 4012 3710
MSTRG.5942.1|208|x|C3_00840C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 1 3 6 5 2 2 1 1 2 1 1 0 0 0 0 0 0 0 10 2 6 12 1 3 4 3 2 5 8 8 0 6 7 60
C3_00840C_A|498 19 76 483 1617 556 1255 3768 723 747 1236 1705 1237 608 451 210 281 1502 1750 295 419 461 1959 632 835 4420 333 205 294 363 168 960 1039 1467 721 743 3803 5165
MSTRG.5943.1|646|x|C3_00850C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 1 1 5 4 9 13 6 2 5 3 6 1 3 1 4 6 6 2 0 5 5 2 2 9 1 0 1 2 1 8 6 10 2 10 23 44
C3_00850C_A|2451 136 796 4156 13698 5857 13492 27193 6868 7362 10377 14330 9718 4128 8246 9280 10039 16336 16143 8142 18300 11881 13345 7071 10141 25478 3117 2284 3183 6344 3418 16201 17726 25823 12095 10221 65591 69746
MSTRG.5945.1|602|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 1 3 4 1 22 0 0 0 0 0 3 5 2 0 0 4 0
MSTRG.5946.1|643|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 3 0 0 0 1 0 0 0 0 1 0 6 6 0 0 0 0 0
MSTRG.5947.1|279|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 3 0 0 2 0 1 0 0 0 0 3 1 0 0 0 0 0 2 4 1 0 0 0 0 0 0 0 0 0 6 1 2 6 0
MSTRG.5948.1|240|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 2 0 2 0 0 1 0 0 4 1 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
MSTRG.5949.1|304|x|C3_00860W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 2 3 4 0 2 1 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 2 2 0 4 5
C3_00860W_A|636 10 94 586 1953 676 1471 3082 622 576 1179 1631 1364 613 572 370 420 926 845 381 601 574 1145 388 606 3349 232 163 217 210 164 798 878 1347 631 727 3567 4317
MSTRG.5951.1|879|x|C3_00860W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 4 0 0 0 1 0 2 0 2 2 0 0 0 1 1 0 0 0 20 21 29 29 3 1 0 11 8 26 29 25 13 0 11 10
C3_00870W_A|327 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
MSTRG.5954.1|794|x|C3_00880W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 1 3 5 0 1 4 4 2 1 1 0 2 4 0 0 0 0 11 1 0 13 0 0 0 1 0 1 0 3 0 0 3 1
C3_00880W_A|2991 292 2090 7775 26003 12328 28219 20656 5210 4500 37874 52656 25368 7345 9613 11874 12876 33311 25393 5919 10963 6592 25922 13788 18645 49544 3441 2909 3806 10327 5921 20503 22214 35344 16753 9564 77288 64272
MSTRG.5957.1|249|x|C3_00880W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 1 0 0 0 1 0 2 3 0 0 1 0 0 0 0 0 1 0 0 0 4 1 0 0 0 0 0 2 8 0 0 0 4 38
MSTRG.5958.1|439|x|C3_00880W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 1 0 3 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 2 0
C3_00890C_A|2151 14 126 496 1626 684 1438 3773 791 734 1372 1846 1196 444 569 607 650 1586 1396 422 740 513 886 391 507 1662 251 211 264 373 204 791 869 1325 600 543 3758 3075
MSTRG.5960.1|353|x|C3_00900C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
C3_00900C_A|882 32 240 968 3276 1066 2445 10242 2167 2349 3840 5367 3188 1634 2750 1960 2215 5698 4858 1680 2788 2572 4318 1271 2111 6598 601 503 555 908 515 1479 1636 2340 1119 2000 9562 8107
MSTRG.5962.1|1111|x|C3_00900C_A-T|Ca22chr3A_C_albicans_SC5314|calb 2 9 33 131 34 69 461 94 59 154 215 147 83 97 82 88 205 224 100 153 131 382 175 221 629 52 44 50 156 65 239 251 173 85 120 487 418
MSTRG.5963.1|1082|x|C3_00910W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 3 9 0 0 11 4 2 3 1 2 5 1 0 1 3 1 0 7 10 8 3 13 12 1 0 0 5 0 5 8 5 1 5 14 28
C3_00910W_A|2679 6 29 140 524 199 518 2027 399 393 510 738 509 159 205 293 325 625 570 180 404 293 953 454 575 1653 160 103 137 390 204 857 925 1054 541 214 1676 1250
MSTRG.5965.1|1079|x|C3_00910W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 2 3 12 139 25 33 18 24 24 7 12 18 27 72 83 44 46 27 144 79 81 188 15 7 10 84 22 136 146 186 92 22 144 196
C3_00920W_A|798 13 122 499 1730 640 1522 740 175 144 719 1115 948 580 2228 2226 2448 2734 3495 6455 8886 7452 28470 10778 12188 57947 2620 2196 2108 12933 6626 25730 27760 38440 18000 16171 91426 101694
MSTRG.5968.1|777|x|C3_00920W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 3 0 4 12 2 0 4 9 8 5 2 0 2 5 10 1 0 5 13 4 6 6 1 0 0 7 2 32 34 35 19 4 38 202
MSTRG.5971.1|360|x|C3_00930W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 4 0 0 0 0 0 7 5 0 0 0 0 0
C3_00930W_A|798 23 142 606 1949 762 1740 4860 985 813 2169 3052 2810 1206 1672 2348 2266 3178 3226 356 635 714 1171 377 530 1884 56 70 88 462 247 941 1011 1394 683 333 2041 2068
MSTRG.5973.1|916|x|C3_00930W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 2 2 1 0 2 1 0 0 0 1 0 0 0 2 0 1 26 8 8 29 0 0 0 5 2 31 23 22 14 0 1 3
C3_00940W_A|1686 43 304 1581 5459 2338 5334 4743 1018 950 3070 4125 2614 977 1868 1840 1979 3359 2737 914 1680 1287 3378 1557 2380 6573 329 282 422 808 416 1823 2015 2903 1367 1015 5526 6555
MSTRG.5975.1|239|x|C3_00940W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 3 5 1 6 3 2 0 8 16 3 0 4 3 3 9 5 0 3 0 14 4 4 0 0 1 0 0 2 1 3 2 1 1 3 2
C3_00950C_A|1125 5 45 209 891 222 507 2503 446 468 818 1154 1032 487 504 370 412 953 806 224 437 421 997 319 436 1743 235 188 173 251 138 582 645 777 374 369 1998 2011
C3_00960W_A|1143 12 54 364 1173 322 795 3176 651 659 1390 1907 1228 633 625 352 419 1452 1444 238 377 338 922 322 408 1728 155 142 152 206 89 374 399 515 253 421 1755 1880
MSTRG.5978.1|204|x|C3_00960W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 1 0 0 24
C3_00970W_A|71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0
MSTRG.5983.1|244|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 6 9 1 0 0 0 0
MSTRG.5984.1|666|x|C3_00980W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 4 3 0 0 0
MSTRG.5985.1|427|u|NA|Ca22chr3A_C_albicans_SC5314|calb 3 15 47 178 72 155 129 26 20 109 143 81 25 45 44 33 60 73 55 84 57 125 49 84 183 50 57 53 83 46 219 203 273 116 61 472 507
C3_00980W_A|2427 51 260 724 2481 960 2152 2490 508 331 2700 3951 1737 627 1187 1012 996 2261 2399 1063 1595 1864 2877 1438 1870 5455 848 778 467 2076 1220 3705 3960 4644 2238 823 4603 6109
MSTRG.5987.1|239|x|C3_00980W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
C3_00990C_A|1257 0 1 5 11 2 4 8 2 0 4 10 14 23 8 4 9 16 8 1 1 2 2 0 0 0 0 0 0 1 0 1 3 1 0 0 1 0
MSTRG.5989.1|208|x|C3_00990C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 4 9 0 0 0 0 0 0 0 0 0 0 0 0
C3_01000W_A|3633 32 160 774 2555 908 2086 10243 1904 1703 4051 5331 4497 1214 1341 1213 1616 2778 2678 451 1424 951 1846 1013 1618 2716 690 486 525 917 474 2015 2185 2474 1114 875 8209 6979
MSTRG.5991.1|1133|x|C3_01000W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 2 1 2 19 3 2 9 28 15 2 17 21 27 23 22 51 35 64 136 79 24 237 2 1 7 230 85 546 579 408 173 59 217 344
C3_01010W_A|309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 6 0 0 0 0 4 2 4 1 4 1 0 0 0
MSTRG.5994.1|1239|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 0 0 1 0 2 1 2 2 2 5 8 29 8 23 83 52 39 122 16 7 1 171 55 230 225 204 108 20 70 98
MSTRG.5995.1|569|x|C3_01020W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 5 10 2 9 16 3 9 3 14 17 10 4 0 1 16 24 16 7 24 49 20 20 234 6 5 5 24 13 169 205 182 97 9 68 86
C3_01020W_A|1794 13 64 397 1425 516 1229 1751 385 375 1417 1995 1558 775 2724 3888 4585 2624 2826 2644 5286 3633 12348 7504 9278 26294 1635 1307 1650 6450 2983 18990 20365 24099 11211 3852 28141 31665
MSTRG.5997.1|329|x|C3_01020W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 1 0 0 1 0 0 0 0 0 1 2 2 6 0 1 0 2 35
C3_01030W_A|1455 29 178 808 2859 779 1595 3499 673 547 2376 3391 1947 1222 1015 855 827 1684 1610 516 831 905 1430 526 596 3474 344 395 184 496 274 1162 1258 1582 728 501 2196 3821
C3_01040C_A|1755 1 9 24 92 37 73 184 31 29 86 123 76 40 21 25 30 82 89 16 11 16 83 22 36 114 5 7 4 26 16 38 36 62 30 5 52 98
C3_01050C_A|528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.6000.1|704|x|C3_01060W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 1 2 2 0 0 0 0 1 0 3 0 1 3 5 5 2 1 4 1 2 2 0 1 0 3 2 0 5 3 6 1 6 15
C3_01060W_A|210 1 4 28 89 17 42 184 45 34 51 79 69 66 94 93 89 162 162 124 174 161 1005 436 361 2599 50 56 26 430 178 1301 1359 1230 578 99 633 593
C3_01070C_A|2991 3 49 291 937 270 715 553 175 122 668 839 424 235 316 344 291 526 508 229 278 234 466 213 208 1165 46 46 26 219 105 907 1029 1049 476 119 475 868
C3_01080W_A|291 28 195 891 2964 845 1921 5090 843 836 2055 3052 2723 1967 1116 607 681 2883 4012 547 583 966 1461 708 608 3766 307 246 161 826 311 2256 2400 2120 1005 430 1717 3112
MSTRG.6005.1|2112|x|C3_01080W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 10 42 7 29 51 5 15 17 13 20 10 7 3 6 16 13 11 8 10 53 11 18 67 6 2 2 39 11 63 59 97 40 5 33 12
C3_01090W_A|225 16 101 583 1957 418 1037 1735 347 338 1293 1819 1424 1104 506 359 337 1154 1618 241 243 255 1494 570 525 3557 58 66 34 430 172 1452 1514 1200 599 190 828 1066
MSTRG.6007.1|252|x|C3_01100W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 2 1 1 0 0 0 0 3 1 0 2 1 4 0 2 14 0 0 0 0 0 1 1 1 0 0 1 4
C3_01100W_A|660 6 22 90 422 106 327 1509 277 348 358 456 432 255 178 212 248 277 437 546 437 476 1906 646 733 3789 151 117 90 465 244 1255 1384 1477 681 351 1886 2809
C3_01110C_A|2151 1 6 90 293 69 183 249 48 46 173 263 160 69 44 58 66 164 175 28 30 24 106 74 71 313 22 24 16 49 20 263 313 242 119 36 144 432
C3_01120W_A|1062 8 53 202 726 252 606 736 157 150 730 1010 619 300 267 416 400 825 726 81 158 120 403 200 233 952 29 45 28 132 73 540 538 588 263 85 509 690
MSTRG.6011.1|403|x|C3_01120W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 2 0 1 0 5 2 7 0 1 2 0 2 5 2 1 10 8 14 6 12 8 7 24 1 0 0 4 5 31 34 31 16 3 18 45
C3_01130C_A|2655 2 30 67 223 118 243 4336 1375 2131 506 663 472 387 2414 3851 3624 3553 3194 2403 4038 3597 8771 4788 6325 16934 761 627 489 4258 2061 9402 10390 11711 5580 1372 9520 11314
MSTRG.6013.1|1236|x|C3_01140W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 3 4 10 11 3 5 3 1 3 1 2 2 2 4 9 7 5 16 46 16 6 21 2 2 2 13 15 74 87 66 32 7 29 30
C3_01140W_A|717 5 48 255 873 357 816 1748 429 464 602 868 573 335 287 476 454 755 829 258 412 382 798 383 393 1564 134 123 109 315 202 1250 1292 1533 764 345 1928 3245
MSTRG.6015.1|613|x|C3_01140W_A-T|Ca22chr3A_C_albicans_SC5314|calb 1 0 1 7 8 15 34 6 10 11 14 7 6 9 10 8 9 12 0 6 12 7 1 1 3 0 4 0 5 6 9 20 34 11 10 24 48
C3_01150C_A|927 6 69 227 749 220 435 1915 333 312 1577 2199 1627 948 1235 968 865 2156 1860 624 640 872 1942 878 913 4005 338 343 167 440 223 1565 1705 1213 637 516 1920 3449
MSTRG.6018.1|213|x|C3_01150C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2 1 0
MSTRG.6019.1|1005|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 1 11 33 50 92 73 53 30 59 75 42 25 20 38 19 24 38 41 47 34 114 37 66 35 7 26 13 40 6 246 279 204 96 74 306 763
MSTRG.6021.1|1759|x|C3_01160W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 17 70 24 43 118 20 15 32 70 36 25 13 8 13 26 64 82 53 80 135 61 42 200 14 12 13 70 36 248 256 278 109 60 197 322
C3_01160W_A|2157 45 233 982 3469 1301 2865 6817 1507 1279 4187 5984 3806 1659 2236 2535 2993 5735 8042 10170 8118 9856 8736 4001 4082 18309 1585 1284 1183 4984 3044 12118 12927 18664 8649 3295 12991 15439
MSTRG.6023.1|755|x|C3_01160W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 4 0 0 2 0 0 0 1 0 0 0 1 1 1 1 2 2 3 1 0 0 0 1 0 0 0 1 10 12 7 1 3 0 13
C3_01170W_A|1455 12 101 488 1668 619 1422 2714 559 403 1635 2377 1662 812 588 739 791 1623 1842 273 443 368 866 405 506 1675 206 219 143 482 249 1394 1450 1756 819 292 1922 2617
C3_01180C_A|3261 10 179 707 2375 1240 2716 1939 461 316 838 1125 702 249 213 455 568 668 788 284 492 411 314 191 255 503 59 42 38 323 165 750 782 1319 600 191 1483 1471
MSTRG.6026.1|1139|x|C3_01180C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 1 0 1 0 1 3 2 6 2 3 3 3 8 18 4 4 1 6 2 2 23 0 0 0 1 0 9 9 22 6 2 5 13
MSTRG.6027.1|235|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 1 0 4 2 2 8 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
MSTRG.6028.1|450|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 2 0 2 2 3 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.6030.1|1075|x|C3_01190C_A-T|Ca22chr3A_C_albicans_SC5314|calb 2 7 32 100 23 64 181 32 43 36 66 30 33 21 15 10 25 38 26 15 36 15 14 9 42 0 1 0 7 3 9 14 20 4 1 1 0
C3_01190C_A|1425 17 84 493 1592 512 1112 2882 517 484 1174 1595 1143 605 612 611 779 1194 1189 569 872 691 2057 960 1135 3942 265 209 161 460 218 1284 1300 1426 684 419 2341 2666
MSTRG.6032.1|237|x|C3_01190C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 29
C3_01200W_A|7503 6 104 313 1027 400 840 2704 522 333 2817 3833 2583 658 606 695 632 1591 1451 257 611 432 800 516 649 1122 115 83 48 415 253 821 887 1033 464 145 1276 1764
C3_01210C_A|1010 34 269 802 2839 1157 2686 4782 891 851 1776 2469 1935 1129 1095 1042 1248 1920 1867 664 1349 1351 1117 501 588 2097 243 201 203 416 257 870 1014 1345 649 668 3391 3505
C3_01220W_A|1008 10 44 163 628 185 425 438 120 146 423 584 349 192 204 268 278 385 356 103 134 138 345 159 183 838 48 64 42 143 81 386 423 445 213 95 475 530
C3_01230C_A|633 1 2 8 37 17 30 219 59 76 30 53 24 26 60 74 74 115 177 45 103 100 371 135 155 857 35 39 22 112 56 385 421 531 231 69 511 853
MSTRG.6037.1|255|x|C3_01230C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 0 0 0 2 0 4 5 2 1 0
MSTRG.6039.1|881|x|C3_01240C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 5 1 0 0 0
C3_01240C_A|89 0 1 4 8 3 8 13 1 2 1 2 1 3 2 2 1 2 4 6 1 6 71 29 35 127 0 0 3 12 9 21 22 49 16 1 8 36
MSTRG.6040.1|1772|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 12 26 15 48 7 1 0 2 0 3 0 3 0 0 0 3 3 7 3 366 152 243 933 2 2 2 46 12 163 180 162 70 6 34 90
C3_01250W_A|3636 85 680 2613 8595 3309 7137 6005 1175 845 3709 5172 2611 1094 1507 1444 1516 3417 3498 1934 3068 2321 15250 8035 12080 29739 1168 1043 965 4805 2374 9554 10059 10757 4837 1463 11065 10755
MSTRG.6042.1|272|x|C3_01250W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 5 0 0 1 0 1 0 0 0 0 0 6 2 0 8 0
MSTRG.6044.1|506|x|C3_01260C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
C3_01260C_A|2178 16 98 355 1213 686 1567 1616 363 271 1017 1427 719 245 293 485 448 1225 1438 412 711 457 1350 743 920 2597 135 107 183 799 469 1702 1894 3477 1681 431 3193 3557
MSTRG.6045.1|1025|x|C3_01260C_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 6 1 4 2 1 1 0
MSTRG.6046.1|1686|x|C3_01270W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 1 5 2 5 1 1 0 4 7 1 1 1 2 0 0 3 4 3 2 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 25
MSTRG.6047.1|203|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 5 1 0 1 1 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
MSTRG.6048.1|209|u|NA|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 1 0 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
C3_01270W_A|468 0 1 2 3 3 1 2 0 2 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 1 2 0 0 0 0 0
MSTRG.6050.1|426|x|C3_01280W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 1 3 3 2 2 4 5 3 3 11 4 4 6 4 6 7 4 2 9 2 1 3 2 2 1 1 4 0 1 1 1 3 0 1 16 10
C3_01280W_A|669 24 123 911 3004 1030 2248 2077 434 468 1363 1927 1095 816 1446 630 777 1605 1600 563 922 1009 1859 606 733 5019 163 141 134 331 124 1041 1075 1409 632 579 2215 2469
MSTRG.6052.1|367|x|C3_01280W_A-T|Ca22chr3A_C_albicans_SC5314|calb 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 5 2 1 1 1 2 5 0 0 0 0 1 0 1 0 0 0 0 0 0 4 12
C3_01290W_A|417 0 0 1 5 6 9 3 0 0 0 3 0 1 4 0 0 1 3 0 1 4 0 2 0 7 1 0 0 5 0 3 2 3 2 0 0 0
C3_01300C_A|846 32 218 1119 4236 1008 2256 223 36 27 669 976 691 1242 1677 343 488 588 599 172 376 441 870 402 408 2241 69 45 49 382 200 935 1035 1035 502 74 352 447
