orf19.6103	CAWG_01357	CD36_00100	CTRG1_04282	CTRG_04282	---	---	---	---	---	DEHA2A13332g	PICST_28175	CANTEDRAFT_114386	SPAPADRAFT_53067	PGUG_01091	CLUG_03452	B9J08_001269	YER046W
orf19.1397	CAWG_06030	CD36_23650	CTRG1_02072	CTRG_02072	CPAR2_406120	CMET_1964	CORT1C05520	CORT0C05520	LELG_02492	DEHA2B09196g	PICST_31632	CANTEDRAFT_111405	SPAPADRAFT_60146	PGUG_02142	CLUG_02365	B9J08_004823	---
orf19.1396	CAWG_06031	CD36_23660	CTRG1_02070	CTRG_02070	CPAR2_406110	CMET_1963	CORT1C05510	CORT0C05510	LELG_02494	DEHA2B09218g	PICST_83616	cten_CGOB_00162	SPAPADRAFT_136340	PGUG_02141	CLUG_02364	B9J08_004824	YIL044C
orf19.2929	CAWG_01142	CD36_02270	CTRG1_14660	CTRG_04661	CPAR2_106400	CMET_5335	CORT1B07640	CORT0B07640	LELG_01623	DEHA2C01870g	PICST_67249	CANTEDRAFT_111397	SPAPADRAFT_145419	PGUG_01168	CLUG_01698	B9J08_000964	YGR032W
orf19.1395	CAWG_06032	CD36_23670	CTRG1_02069	CTRG_02069	CPAR2_406100	CMET_1962	CORT1C05500	CORT0C05500	LELG_02495	DEHA2B09240g	PICST_59616	CANTEDRAFT_115988	SPAPADRAFT_60147	PGUG_02140	CLUG_02362	B9J08_004825	YER053C
orf19.1394	CAWG_06033	CD36_23680	CTRG1_02068	CTRG_02068	CPAR2_406080	CMET_1960	CORT1C05480	CORT0C05480	LELG_02497	DEHA2B09262g	PICST_36010	CANTEDRAFT_115986	SPAPADRAFT_60149	PGUG_02139	CLUG_02958	B9J08_003805	YCR090C
orf19.1393	CAWG_06034	CD36_23690	CTRG1_01994	CTRG_01994	CPAR2_406070	CMET_1959	CORT1C05470	CORT0C05470	LELG_02498	DEHA2B09284g	PICST_45267	CANTEDRAFT_115985	SPAPADRAFT_60150	PGUG_02136	CLUG_02361	B9J08_004829	YIL006W
orf19.1392	CAWG_06035	CD36_23700	CTRG1_01995	CTRG_01995	CPAR2_406060	CMET_1958	CORT1C05460	CORT0C05460	LELG_02499	DEHA2B09306g	PICST_67636	CANTEDRAFT_115984	SPAPADRAFT_60151	PGUG_02135	CLUG_04187	B9J08_002391	YIL005W
orf19.1391	CAWG_06036	CD36_23710	CTRG1_01996	CTRG_01996	---	---	---	---	---	DEHA2B09328g	PICST_45496	CANTEDRAFT_126640	SPAPADRAFT_150049	---	CLUG_04185	---	---
orf19.1390	CAWG_06037	CD36_23720	CTRG1_01997	CTRG_01997	CPAR2_406050	CMET_1957	CORT1C05450	CORT0C05450	LELG_02500	DEHA2B09350g	PICST_72090	CANTEDRAFT_115983	SPAPADRAFT_54818	PGUG_02134	CLUG_04184	B9J08_002392	YER003C
orf19.1389	CAWG_06038	CD36_23730	CTRG1_01998	CTRG_01998	CPAR2_406030	CMET_1955	CORT1C05430	CORT0C05430	LELG_02501	DEHA2B09372g	PICST_45495	CANTEDRAFT_115982	SPAPADRAFT_60154	PGUG_02133	---	B9J08_002393	YIR001C
orf19.1388	CAWG_06039	CD36_23740	CTRG1_01999	CTRG_01999	CPAR2_406020	CMET_1954	CORT1C05420	CORT0C05420	LELG_02502	DEHA2B09394g	PICST_77674	CANTEDRAFT_115981	SPAPADRAFT_60155	PGUG_02132	CLUG_04183	B9J08_002394	YER002W
orf19.1387	CAWG_06040	CD36_23750	CTRG1_02000	CTRG_02000	CPAR2_406010	CMET_1953	CORT1C05410	CORT0C05410	LELG_02503	DEHA2B09416g	PICST_36005	CANTEDRAFT_126628	SPAPADRAFT_54821	PGUG_02131	CLUG_04182	B9J08_002395	YIL003W
orf19.1386	CAWG_06041	CD36_23760	CTRG1_02001	CTRG_02001	CPAR2_406000	CMET_1952	CORT1C05400	CORT0C05400	LELG_02504	DEHA2B09438g	PICST_44918	CANTEDRAFT_131855	SPAPADRAFT_54822	PGUG_02130	CLUG_04181	B9J08_002396	YIL004C
orf19.6081	CAWG_01343	CD36_00220	CTRG1_04296	CTRG_04296	CPAR2_109660	CMET_151	CORT1B10750	CORT0B10750	LELG_01462	DEHA2A07370g	PICST_86602	CANTEDRAFT_131890	SPAPADRAFT_57685	PGUG_02099	CLUG_00399	---	YMR307W
orf19.2930	CAWG_01138	CD36_02290	CTRG1_04649	CTRG_04649	CPAR2_106410	CMET_5336	CORT1B07650	CORT0B07650	LELG_01622	DEHA2C01826g	PICST_88690	CANTEDRAFT_128247	SPAPADRAFT_57955	PGUG_01169	CLUG_01697	B9J08_000965	YGR054W
orf19.1383	CAWG_06042	CD36_23770	CTRG1_02002	CTRG_02002	CPAR2_405990	CMET_1951	CORT1C05390	CORT0C05390	LELG_02508	DEHA2B09460g	PICST_45674	CANTEDRAFT_136459	SPAPADRAFT_49756	PGUG_02129	CLUG_04179	B9J08_002397	---
orf19.1382	CAWG_06043	CD36_23780	CTRG1_02003	CTRG_02003	---	---	---	---	---	---	PICST_44590	---	---	---	CLUG_02916	B9J08_003833	YEL004W
orf19.1381	CAWG_06044	CD36_23790	CTRG1_02004	CTRG_02004	CPAR2_405980	CMET_1949	CORT1C05380	CORT0C05380	LELG_02509	DEHA2B09482g	PICST_45928	CANTEDRAFT_126624	SPAPADRAFT_60159	PGUG_02128	CLUG_04178	B9J08_002398	YCL034W
orf19.1378	CAWG_06045	CD36_23800	CTRG1_02005	CTRG_02005	CPAR2_405970	CMET_1948	CORT1C05370	CORT0C05370	LELG_02510	DEHA2B09526g	PICST_83594	CANTEDRAFT_131853	SPAPADRAFT_60161	PGUG_02126	CLUG_04177	B9J08_002399	YDR172W
orf19.1377	CAWG_06046	CD36_23810	CTRG1_02006	CTRG_02006	CPAR2_405960	CMET_1947	CORT1C05360	CORT0C05360	LELG_02511	DEHA2B09548g	psti_CGOB_00073	CANTEDRAFT_111300	SPAPADRAFT_137738	PGUG_02125	CLUG_04176	B9J08_002400	YDR173C
orf19.1376	CAWG_06047	CD36_23820	CTRG1_02007	CTRG_02007	CPAR2_405950	CMET_1946	CORT1C05350	CORT0C05350	LELG_02512	DEHA2B09570g	PICST_45972	CANTEDRAFT_126612	SPAPADRAFT_60162	PGUG_02124	CLUG_04174	B9J08_002401	YMR183C
orf19.1375	CAWG_06048	CD36_23830	CTRG1_02008	CTRG_02008	CPAR2_806650	CMET_5732	CORT1C02530	CORT0C02530	LELG_02424	DEHA2B13288g	PICST_89189	CANTEDRAFT_113311	SPAPADRAFT_60164	PGUG_01797	CLUG_00506	---	---
orf19.1374	CAWG_06049	CD36_23840	CTRG1_CGOB_00037	ctro_CGOB_00037	---	CMET_5731	---	---	lelo_CGOB_00029	DEHA2B13310g	PICST_58235	CANTEDRAFT_104074	SPAPADRAFT_136106	cgui_CGOB_00112	---	---	---
orf19.1373	CAWG_06050	CD36_23850	CTRG1_02009	CTRG_02009	CPAR2_806640	CMET_5730	CORT1C02540	CORT0C02540	LELG_02538	DEHA2B13332g	PICST_58872	CANTEDRAFT_92771	SPAPADRAFT_49762	PGUG_01799	CLUG_00504	B9J08_000504	YIL002C
orf19.1372	CAWG_06051	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.2933	CAWG_01137	CD36_02300	CTRG1_04650	CTRG_04650	CPAR2_106420	CMET_5337	CORT1B07660	CORT0B07660	LELG_01621	DEHA2C01804g	PICST_56611	CANTEDRAFT_116791	SPAPADRAFT_53257	PGUG_01170	CLUG_02637	B9J08_002603	YFL044C
orf19.1371	CAWG_06052	CD36_23880	CTRG1_02057	CTRG_02057	CPAR2_806590	CMET_5728	CORT1C02560	CORT0C02560	LELG_02540	DEHA2B13376g	PICST_59274	CANTEDRAFT_92769	SPAPADRAFT_60167	PGUG_01801	CLUG_00499	---	---
orf19.1370	CAWG_06053	CD36_23890	CTRG1_01989	CTRG_01989	CPAR2_407280	CMET_2073	CORT1C06600	CORT0C06600	LELG_02382	DEHA2G00594g	PICST_89339	CANTEDRAFT_112249	SPAPADRAFT_60113	---	CLUG_04091	B9J08_004465	---
orf19.1369	CAWG_06054	CD36_23900	CTRG1_01990	CTRG_01990	CPAR2_407270	CMET_2074	CORT1C06650	CORT0C06650	LELG_02379	DEHA2F00726g	PICST_28429	CANTEDRAFT_113200	SPAPADRAFT_60114	PGUG_04551	CLUG_05589	B9J08_002577	---
orf19.1368	CAWG_06055	CD36_23910	CTRG1_01991	CTRG_01991	CPAR2_407320	CMET_2082	CORT1C06660	CORT0C06660	LELG_02378	DEHA2B05676g	PICST_31664	---	SPAPADRAFT_60117	PGUG_00811	CLUG_03665	B9J08_001011	---
orf19.1367.1	wo-1_CGOB_00029	cdub_CGOB_00050	CTRG1_CGOB_00048	ctro_CGOB_00048	CPAR2_407330	CMET_2083	CORT1C06670	CORT0C06670	lelo_CGOB_00066	DEHA2B05654g	PICST_44644	CANTEDRAFT_114646	SPAPADRAFT_135701	cgui_CGOB_00035	clus_CGOB_00095	B9J08_001010	---
orf19.1367	CAWG_06056	CD36_23920	CTRG1_02097	CTRG_02097	CPAR2_407340	CMET_2084	CORT1C06680	CORT0C06680	LELG_02377	DEHA2B05632g	PICST_59500	CANTEDRAFT_94113	SPAPADRAFT_149957	PGUG_00812	CLUG_03666	B9J08_001009	YAL034W-A
orf19.1366	CAWG_06057	CD36_23930	CTRG1_02098	CTRG_02098	CPAR2_407220	CMET_2080	CORT1C06590	CORT0C06590	LELG_02383	DEHA2E24134g	PICST_58279	CANTEDRAFT_106557	SPAPADRAFT_65806	---	---	---	---
orf19.1365	CAWG_06058	CD36_23940	CTRG1_02099	CTRG_02099	CPAR2_407210	CMET_2081	CORT1C06580	CORT0C06580	LELG_02384	---	PICST_45532	---	SPAPADRAFT_135684	---	---	---	---
orf19.1364	CAWG_06059	CD36_23950	CTRG1_01986	CTRG_01986	CPAR2_407150	CMET_2065	CORT1C06520	CORT0C06520	LELG_02391	DEHA2B15092g	PICST_45061	CANTEDRAFT_102777	SPAPADRAFT_136546	PGUG_02334	CLUG_02500	B9J08_005154	---
orf19.1363	CAWG_06060	CD36_23960	CTRG1_01985	CTRG_01985	CPAR2_407140	CMET_2064	CORT1C06510	CORT0C06510	LELG_02392	DEHA2B05698g	PICST_65645	CANTEDRAFT_115655	SPAPADRAFT_137262	PGUG_00810	CLUG_03664	B9J08_001012	YOR338W
orf19.2934	CAWG_01136	CD36_02310	CTRG1_04651	CTRG_04651	CPAR2_106430	CMET_5338	CORT1B07670	CORT0B07670	LELG_01620	DEHA2C01782g	PICST_43008	CANTEDRAFT_116792	SPAPADRAFT_57957	---	CLUG_02636	B9J08_002602	YLR074C
orf19.1362	CAWG_06061	CD36_23970	CTRG1_01983	CTRG_01983	CPAR2_407130	CMET_2063	CORT1C06490	CORT0C06490	LELG_02393	DEHA2B05720g	PICST_72127	CANTEDRAFT_115656	SPAPADRAFT_60124	PGUG_00809	CLUG_03663	B9J08_001013	YNR015W
orf19.1361	CAWG_06062	CD36_23980	CTRG1_01982	CTRG_01982	CPAR2_407120	CMET_2062	CORT1C06480	CORT0C06480	LELG_02394	DEHA2B05742g	PICST_83191	CANTEDRAFT_95082	SPAPADRAFT_54791	PGUG_00808	CLUG_03662	B9J08_001014	YNR017W
orf19.1360.1	CAWG_06063	cdub_CGOB_00081	CTRG1_01981	CTRG_01981	CPAR2_806330	---	CORT1C02810	CORT0C02810	lelo_CGOB_00091	---	---	---	---	---	---	---	---
orf19.1360	CAWG_06064	CD36_23990	CTRG1_01980	CTRG_01980	CPAR2_806340	CMET_5698	CORT1C02800	CORT0C02800	LELG_02589	DEHA2C09482g	PICST_31550	CANTEDRAFT_116295	SPAPADRAFT_49819	PGUG_03752	CLUG_02537	B9J08_005195	YNL213C
orf19.1359	CAWG_06065	CD36_24000	CTRG1_02062	CTRG_02062	CPAR2_806560	CMET_5725	CORT1C02590	CORT0C02590	LELG_02544	DEHA2B13640g	PICST_31606	CANTEDRAFT_95209	SPAPADRAFT_54832	PGUG_01811	CLUG_05302	B9J08_004794	YMR067C
orf19.1358	CAWG_06066	CD36_24010	CTRG1_02060	CTRG_02060	CPAR2_806570	CMET_5726	CORT1C02580	CORT0C02580	LELG_02543	DEHA2B13662g	PICST_89256	CANTEDRAFT_115786	SPAPADRAFT_60169	PGUG_01812	CLUG_05303	B9J08_004795	YEL009C
orf19.1357	---	CD36_24020	CTRG1_02059	CTRG_02059	CPAR2_806580	CMET_5727	CORT1C02570	CORT0C02570	LELG_02542	DEHA2E24200g	PICST_72073	CANTEDRAFT_115978	SPAPADRAFT_60168	PGUG_02123	CLUG_04173	B9J08_002435	YER056C
orf19.1356	CAWG_06068	CD36_24030	CTRG1_02096	CTRG_02096	CPAR2_405170	CMET_1872	CORT1C04580	CORT0C04580	LELG_02757	DEHA2C12364g	PICST_60020	CANTEDRAFT_115408	SPAPADRAFT_136200	PGUG_03577	CLUG_02937	B9J08_003825	YOR251C
orf19.1355	CAWG_06069	CD36_24040	CTRG1_02095	CTRG_02095	CPAR2_405160	CMET_1871	CORT1C04570	CORT0C04570	LELG_02756	DEHA2C12738g	PICST_60598	CANTEDRAFT_112561	SPAPADRAFT_137270	PGUG_03564	CLUG_02954	B9J08_003809	YNR034W
orf19.1785	CAWG_06070	CD36_24050	CTRG1_02094	CTRG_02094	CPAR2_405150	CMET_1870	CORT1C04550	CORT0C04550	LELG_02755	DEHA2C12760g	PICST_32365	CANTEDRAFT_133104	SPAPADRAFT_60091	PGUG_03563	CLUG_02953	B9J08_003810	---
orf19.2935	CAWG_01135	CD36_02320	CTRG1_04652	CTRG_04652	CPAR2_106440	CMET_5339	CORT1B07680	CORT0B07680	LELG_01619	DEHA2C01760g	PICST_77042	CANTEDRAFT_132412	SPAPADRAFT_57958	PGUG_01171	CLUG_02635	B9J08_002601	YLR075W
orf19.1783	CAWG_06071	CD36_24060	CTRG1_02100	CTRG_02100	CPAR2_407200	CMET_2069	CORT1C06570	CORT0C06570	LELG_02386	DEHA2B01430g	PICST_77740	CANTEDRAFT_108700	SPAPADRAFT_54783	PGUG_02559	CLUG_04391	B9J08_003323	YGR281W
orf19.1782.1	wo-1_CGOB_00078	CD36_24070	CTRG1_CGOB_00145	ctro_CGOB_00145	cpar_CGOB_00008	CMET_2070	cort_CGOB_10008	cort_CGOB_00008	---	---	PICST_31669	---	spas_CGOB_00103	---	---	---	---
orf19.1782	CAWG_06072	CD36_23860	CTRG1_01979	CTRG_01979	CPAR2_806600	CMET_5729	CORT1C02550	CORT0C02550	LELG_02539	DEHA2B13354g	PICST_83260	CANTEDRAFT_129775	SPAPADRAFT_60166	PGUG_01800	---	---	YEL001C
orf19.1780	CAWG_06073	---	---	---	---	---	---	---	---	---	PICST_59845	---	---	---	---	---	---
orf19.1779	CAWG_06074	CD36_24090	CTRG1_02093	CTRG_02093	CPAR2_407410	CMET_2091	CORT1C06750	CORT0C06750	LELG_02366	DEHA2C12980g	PICST_89695	CANTEDRAFT_118208	SPAPADRAFT_137101	PGUG_03553	CLUG_02966	B9J08_003799	YMR305C
orf19.1778	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.1777	CAWG_06076	CD36_24100	CTRG1_02092	CTRG_02092	CPAR2_407450	CMET_2095	CORT1C06800	CORT0C06800	LELG_02365	DEHA2C12936g	PICST_90001	CANTEDRAFT_101235	SPAPADRAFT_54773	PGUG_03554	CLUG_02963	B9J08_003800	YMR304W
orf19.1776	CAWG_06077	CD36_24110	CTRG1_02091	CTRG_02091	CPAR2_407440	CMET_2094	CORT1C06790	CORT0C06790	LELG_02364	DEHA2C12914g	PICST_46142	cten_CGOB_00163	SPAPADRAFT_54772	PGUG_03555	CLUG_02962	B9J08_003801	YGR277C
orf19.1774	CAWG_06078	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.1773	CAWG_06079	CD36_24120	CTRG1_01993	CTRG_01993	CPAR2_407400	CMET_2090	CORT1C06740	CORT0C06740	LELG_02368	DEHA2C13002g	PICST_67919	CANTEDRAFT_133093	SPAPADRAFT_49705	PGUG_03552	CLUG_02967	B9J08_003798	YNL216W
orf19.2936	CAWG_01134	CD36_02330	CTRG1_04653	CTRG_04653	CPAR2_106450	CMET_5340	CORT1B07690	CORT0B07690	LELG_01618	---	---	---	---	---	---	---	---
orf19.1772	CAWG_06080	CD36_24130	CTRG1_02083	CTRG_02083	CPAR2_407430	CMET_2093	CORT1C06780	CORT0C06780	LELG_02359	DEHA2C12892g	PICST_72260	cten_CGOB_00234	SPAPADRAFT_65790	PGUG_03556	CLUG_02961	B9J08_003802	YER077C
orf19.1771	CAWG_06081	CD36_24140	CTRG1_02084	CTRG_02084	CPAR2_407420	CMET_2092	CORT1C06770	CORT0C06770	LELG_02360	DEHA2C12870g	PICST_47344	CANTEDRAFT_92011	SPAPADRAFT_60100	PGUG_03557	CLUG_02960	B9J08_003803	YGR278W
orf19.1770	CAWG_06082	CD36_24150	CTRG1_02085	CTRG_02085	CPAR2_407500	CMET_2100	CORT1C06850	CORT0C06850	LELG_02358	DEHA2C12848g	PICST_78490	CANTEDRAFT_112557	SPAPADRAFT_60097	PGUG_03558	CLUG_02959	B9J08_003804	YJR048W
orf19.1769	CAWG_06083	CD36_24160	CTRG1_02086	CTRG_02086	CPAR2_407490	CMET_2099	CORT1C06840	CORT0C06840	LELG_02363	DEHA2C12826g	PICST_60430	CANTEDRAFT_112559	SPAPADRAFT_60095	PGUG_03559	CLUG_02957	B9J08_003806	YOR281C
orf19.1768	CAWG_06084	CD36_24170	CTRG1_02088	CTRG_02088	CPAR2_407480	CMET_2098	CORT1C06830	CORT0C06830	---	---	---	---	SPAPADRAFT_65786	---	---	---	---
orf19.1767	CAWG_06085	CD36_24180	CTRG1_02089	CTRG_02089	CPAR2_407470	CMET_2097	CORT1C06820	CORT0C06820	LELG_02362	DEHA2C12804g	PICST_32361	CANTEDRAFT_129167	SPAPADRAFT_149886	PGUG_03560	CLUG_02956	B9J08_003807	YMR223W
orf19.1766	CAWG_06086	CD36_24190	CTRG1_02090	CTRG_02090	CPAR2_407460	CMET_2096	CORT1C06810	CORT0C06810	LELG_02361	---	---	CANTEDRAFT_101282	---	PGUG_04916	---	---	---
orf19.1765	CAWG_06087	CD36_24210	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.1764	CAWG_06088	CD36_24220	CTRG1_02067	CTRG_02067	CPAR2_407390	CMET_2089	CORT1C06730	CORT0C06730	LELG_02369	DEHA2F09504g	PICST_67918	CANTEDRAFT_95056	SPAPADRAFT_60104	PGUG_01526	CLUG_05151	B9J08_003443	---
orf19.1763	CAWG_06089	CD36_24240	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.2937	CAWG_01133	CD36_02340	CTRG1_04654	CTRG_04654	CPAR2_106460	CMET_5341	CORT1B07700	CORT0B07700	LELG_01617	DEHA2C01518g	PICST_77262	CANTEDRAFT_116795	SPAPADRAFT_57959	PGUG_01172	CLUG_02634	B9J08_002600	YFL045C
orf19.1762	CAWG_06090	CD36_24250	CTRG1_02066	CTRG_02066	CPAR2_407380	CMET_2088	CORT1C06720	CORT0C06720	LELG_02370	DEHA2F09482g	PICST_46361	CANTEDRAFT_115638	SPAPADRAFT_60105	PGUG_01525	CLUG_05150	B9J08_003444	YNL099C
orf19.1761	CAWG_06091	CD36_24260	CTRG1_02065	CTRG_02065	CPAR2_407370	CMET_2087	CORT1C06710	CORT0C06710	LELG_02371	DEHA2F09460g	PICST_58859	CANTEDRAFT_109741	SPAPADRAFT_60106	PGUG_01523	CLUG_05148	B9J08_003445	YOR103C
orf19.1760	CAWG_06092	CD36_24270	CTRG1_02064	CTRG_02064	CPAR2_407360	CMET_2086	CORT1C06700	CORT0C06700	LELG_02372	DEHA2F09438g	PICST_44586	CANTEDRAFT_115635	SPAPADRAFT_54778	PGUG_01522	CLUG_05147	B9J08_003446	YOR101W
orf19.1759	CAWG_06093	CD36_24280	CTRG1_02063	CTRG_02063	CPAR2_407350	CMET_2085	CORT1C06690	CORT0C06690	LELG_02376	DEHA2F09416g	PICST_36036	CANTEDRAFT_125766	SPAPADRAFT_149926	PGUG_01521	CLUG_05145	B9J08_003447	YNL097C
orf19.1757	CAWG_06094	CD36_24290	CTRG1_02010	CTRG_02010	CPAR2_407160	CMET_2066	CORT1C06530	CORT0C06530	LELG_02390	DEHA2F09394g	PICST_67657	CANTEDRAFT_115633	SPAPADRAFT_149927	PGUG_01520	CLUG_05144	B9J08_003448	YDR253C
orf19.1756	CAWG_06095	CD36_24300	CTRG1_02011	CTRG_02011	CPAR2_407170	CMET_2067	CORT1C06540	CORT0C06540	LELG_02389	DEHA2F09372g	PICST_83071	CANTEDRAFT_115640	SPAPADRAFT_60112	PGUG_01519	CLUG_05143	B9J08_003449	YDL022W
orf19.1755	CAWG_06096	CD36_24310	CTRG1_02012	CTRG_02012	CPAR2_407180	CMET_2068	CORT1C06550	CORT0C06550	LELG_02388	DEHA2F09350g	PICST_31672	CANTEDRAFT_99232	SPAPADRAFT_54781	PGUG_01518	CLUG_05142	B9J08_003450	YJL168C
orf19.1754	CAWG_06097	CD36_24320	CTRG1_02013	CTRG_02013	CPAR2_407190	---	CORT1C06560	CORT0C06560	LELG_02387	DEHA2F09284g	PICST_59677	CANTEDRAFT_113739	SPAPADRAFT_54782	PGUG_01515	CLUG_05139	B9J08_003453	YOL016C
orf19.1753	CAWG_06098	CD36_24330	CTRG1_02014	CTRG_02014	CPAR2_405890	CMET_1940	CORT1C05290	CORT0C05290	LELG_02519	DEHA2C12342g	PICST_46601	CANTEDRAFT_125335	SPAPADRAFT_135987	PGUG_03578	CLUG_02935	B9J08_003826	YOR243C
orf19.1751	---	CD36_24340	CTRG1_02034	CTRG_02034	CPAR2_405830	CMET_1935	CORT1C05240	CORT0C05240	LELG_02525	DEHA2E05632g	PICST_89833	CANTEDRAFT_125360	SPAPADRAFT_60085	PGUG_05559	CLUG_00609	B9J08_004000	YKL020C
orf19.2938	CAWG_01132	CD36_02350	CTRG1_04655	CTRG_04655	CPAR2_106470	CMET_5342	CORT1B07710	CORT0B07710	LELG_01616	DEHA2C01496g	PICST_88527	CANTEDRAFT_109908	SPAPADRAFT_131380	PGUG_01173	CLUG_02633	B9J08_002599	YLR077W
orf19.1750	wo-1_CGOB_00105	CD36_24350	CTRG1_02019	CTRG_02019	CPAR2_405840	CMET_1936	CORT1C05250	CORT0C05250	LELG_02524	DEHA2E05610g	PICST_67925	CANTEDRAFT_135891	SPAPADRAFT_65776	cgui_CGOB_00128	CLUG_00608	B9J08_004001	---
orf19.1748	CAWG_06101	CD36_24360	CTRG1_02017	CTRG_02017	CPAR2_405850	CMET_1937	CORT1C05260	CORT0C05260	LELG_02523	DEHA2E05588g	PICST_25248	CANTEDRAFT_108665	SPAPADRAFT_49687	PGUG_02607	CLUG_00605	B9J08_004002	---
orf19.1747	CAWG_06102	CD36_24370	CTRG1_02016	CTRG_02016	CPAR2_405870	CMET_1938	CORT1C05270	CORT0C05270	LELG_02522	DEHA2C12298g	PICST_46342	CANTEDRAFT_125333	SPAPADRAFT_49688	PGUG_03580	CLUG_02933	B9J08_003828	YPL155C
orf19.1746	CAWG_06103	CD36_24380	CTRG1_02015	CTRG_02015	CPAR2_405880	CMET_1939	CORT1C05280	CORT0C05280	LELG_02521	DEHA2C12320g	PICST_47218	CANTEDRAFT_115407	SPAPADRAFT_149868	PGUG_03579	CLUG_02934	B9J08_003827	YOR242C
orf19.1745	CAWG_06104	CD36_24390	---	---	CPAR2_501190	CMET_3916	CORT1B01350	CORT0B01350	LELG_05729	DEHA2D07524g	---	---	---	---	---	---	---
orf19.1744	CAWG_06105	CD36_24400	CTRG1_02033	CTRG_02033	CPAR2_405820	CMET_1934	CORT1C05230	CORT0C05230	LELG_02491	DEHA2E05654g	PICST_59732	CANTEDRAFT_94845	SPAPADRAFT_60084	PGUG_05560	CLUG_00610	B9J08_003999	YOR278W
orf19.1743	CAWG_06106	CD36_24410	CTRG1_02032	CTRG_02032	CPAR2_405810	CMET_1933	CORT1C05220	CORT0C05220	LELG_02490	DEHA2E05676g	PICST_89873	CANTEDRAFT_99074	SPAPADRAFT_135964	PGUG_05561	CLUG_00611	B9J08_003998	YAL054C
orf19.1742	CAWG_06107	CD36_24420	CTRG1_02031	CTRG_02031	CPAR2_404580	CMET_1808	CORT1C04000	CORT0C04000	LELG_02626	DEHA2F08888g	PICST_47071	CANTEDRAFT_115778	SPAPADRAFT_60083	PGUG_01497	CLUG_05121	B9J08_003738	YDL205C
orf19.3490	CAWG_06108	CD36_24430	---	---	---	---	---	---	---	DEHA2A04664g	---	CANTEDRAFT_114552	---	PGUG_00198	CLUG_00525	---	---
orf19.5316	CAWG_06109	CD36_24440	CTRG1_02029	CTRG_02029	CPAR2_404570	CMET_1807	CORT1C03990	CORT0C03990	LELG_02625	DEHA2F08910g	PICST_60029	CANTEDRAFT_95197	---	PGUG_01498	CLUG_05122	B9J08_003739	---
orf19.2939	CAWG_01131	CD36_02360	CTRG1_04656	CTRG_04656	CPAR2_106480	CMET_5343	CORT1B07720	CORT0B07720	LELG_01615	DEHA2C01474g	PICST_30611	CANTEDRAFT_128263	SPAPADRAFT_57960	PGUG_01174	CLUG_02632	B9J08_002598	YFL046W
orf19.5318	CAWG_06110	CD36_24450	CTRG1_02028	CTRG_02028	CPAR2_404180	CMET_1762	CORT1C03580	CORT0C03580	LELG_02624	DEHA2F08932g	PICST_60166	CANTEDRAFT_131677	SPAPADRAFT_70727	PGUG_01499	CLUG_05123	B9J08_003740	YPL022W
orf19.5320	CAWG_06111	CD36_24460	CTRG1_02027	CTRG_02027	CPAR2_404170	CMET_1761	CORT1C03570	CORT0C03570	LELG_02623	DEHA2F08954g	PICST_46211	CANTEDRAFT_108251	SPAPADRAFT_149840	PGUG_01500	CLUG_05124	B9J08_003741	YPL024W
orf19.5321	CAWG_06112	CD36_24470	CTRG1_02026	CTRG_02026	CPAR2_404160	CMET_1760	CORT1C03560	CORT0C03560	LELG_02622	DEHA2F08976g	PICST_83803	CANTEDRAFT_131676	SPAPADRAFT_137530	PGUG_01501	CLUG_05125	B9J08_003742	YPL023C
orf19.5322	CAWG_06113	CD36_24480	CTRG1_02025	CTRG_02025	CPAR2_404300	CMET_1783	CORT1C03750	CORT0C03750	LELG_02621	DEHA2F08998g	PICST_46861	CANTEDRAFT_115775	SPAPADRAFT_60081	PGUG_01502	CLUG_05127	B9J08_003743	YJL178C
orf19.5323	CAWG_06114	CD36_24490	CTRG1_02024	CTRG_02024	CPAR2_404310	CMET_1782	CORT1C03740	CORT0C03740	LELG_02620	DEHA2F09020g	PICST_78343	CANTEDRAFT_115774	SPAPADRAFT_60080	PGUG_01503	CLUG_05128	B9J08_003466	YDL078C
orf19.5325	CAWG_06115	CD36_31650	CTRG1_01934	CTRG_01934	CPAR2_500180	CMET_4021	CORT1B00280	CORT0B00280	LELG_05696	DEHA2B15884g	PICST_79384	CANTEDRAFT_94233	SPAPADRAFT_131846	PGUG_02304	CLUG_05229	B9J08_002993	YAR018C
orf19.5326	CAWG_06116	CD36_24790	CTRG1_01933	CTRG_01933	CPAR2_407930	CMET_2139	CORT1C07280	CORT0C07280	LELG_02331	DEHA2F03454g	PICST_48819	CANTEDRAFT_121320	SPAPADRAFT_49648	PGUG_04840	CLUG_00195	B9J08_003590	---
orf19.5328	CAWG_06117	CD36_24780	CTRG1_01932	CTRG_01932	CPAR2_407940	CMET_2141	CORT1C07290	CORT0C07290	LELG_02332	DEHA2F03432g	PICST_84618	CANTEDRAFT_97796	SPAPADRAFT_136927	PGUG_04839	CLUG_00196	B9J08_003589	YGL195W
