# File name: C_albicans_SC5314_C_auris_B8441_orthologs.txt
# Organism: Candida albicans SC5314
# Genome version: A22-s07-m01-r90
# Date created: Fri Aug 23 04:39:02 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
C2_09060C_A	ASN1	CAL0000188342	B9J08_002429		CAL0000216591
C3_01110C_A		CAL0000197234	B9J08_002620		CAL0000227125
C3_05740C_A	SSN8	CAL0000180084	B9J08_002100		CAL0000227165
C2_03160C_A	RNR1	CAL0000199428	B9J08_004601		CAL0000227181
C3_02020W_A		CAL0000192627	B9J08_004164		CAL0000227227
CR_01050C_A		CAL0000201504	B9J08_003477		CAL0000227253
C1_10270C_A	SFH5	CAL0000192835	B9J08_004048		CAL0000227273
CR_01350C_A		CAL0000189503	B9J08_002470		CAL0000227329
C2_02520W_A		CAL0000178272	B9J08_001770		CAL0000227411
C2_02970C_A	ALD5	CAL0000188934	B9J08_003088		CAL0000227449
C1_12930C_A		CAL0000194465	B9J08_004140		CAL0000227483
C1_02740C_A		CAL0000195751	B9J08_002594		CAL0000227491
C5_04870W_A		CAL0000179422	B9J08_004316		CAL0000227499
C7_01420W_A	GIR2	CAL0000185013	B9J08_002138		CAL0000225893
C4_05370W_A	PUF3	CAL0000187550	B9J08_003210		CAL0000225897
C1_03380W_A	TPS2	CAL0000193855	B9J08_000775		CAL0000225901
C5_01910W_A	GIS2	CAL0000183688	B9J08_001329		CAL0000225905
C1_10030W_A	DBP3	CAL0000185988	B9J08_001363		CAL0000225907
C4_05190C_A	EDC3	CAL0000174840	B9J08_004612		CAL0000225909
C1_06350W_A		CAL0000191771	B9J08_000595		CAL0000225913
C2_00740C_A		CAL0000181888	B9J08_001291		CAL0000225941
C2_10700C_A		CAL0000174618	B9J08_001872		CAL0000225945
CR_01960C_A	MRS2	CAL0000174046	B9J08_001006		CAL0000225977
C3_07290W_A		CAL0000188408	B9J08_004771		CAL0000225983
CR_00330C_A	PXA1	CAL0000195634	B9J08_000032		CAL0000227571
C4_06710W_A		CAL0000178432	B9J08_002245		CAL0000227627
C3_02840W_A		CAL0000180724	B9J08_004807		CAL0000227659
C3_00890C_A		CAL0000176683	B9J08_002362		CAL0000227661
C1_00650C_A	SNF7	CAL0000187201	B9J08_003243		CAL0000226009
C1_13350W_A	STP2	CAL0000195044	B9J08_003964		CAL0000226063
C5_02740W_A		CAL0000191400	B9J08_004671		CAL0000227717
C2_04260W_A	SSN3	CAL0000183529	B9J08_003736		CAL0000227719
C5_03400C_A		CAL0000192216	B9J08_004077		CAL0000227725
C1_00570C_A		CAL0000191339	B9J08_003235		CAL0000227737
C1_03390W_A	EHT1	CAL0000191944	B9J08_000776		CAL0000226079
C2_10100W_A	CWC22	CAL0000192468	B9J08_003803		CAL0000226169
C2_08070C_A	MRS4	CAL0000193287	B9J08_005181		CAL0000227827
C5_01180W_A	PUS4	CAL0000191725	B9J08_000428		CAL0000226185
C1_00130C_A	VPS53	CAL0000194290	B9J08_001273		CAL0000226217
C7_03180C_A	HHO1	CAL0000178866	B9J08_000855		CAL0000226239
CR_10470C_A		CAL0000174056	B9J08_002604		CAL0000226249
C7_00400W_A	LEU2	CAL0000185901	B9J08_000229		CAL0000227889
C4_01250W_A	NAT4	CAL0000194507	B9J08_000703		CAL0000227907
C2_07740W_A		CAL0000177886	B9J08_001810		CAL0000227909
C5_02380W_A		CAL0000194450	B9J08_001039		CAL0000227959
C4_03140C_A		CAL0000180661	B9J08_004251		CAL0000227975
C1_03640C_A	HFL1	CAL0000178070	B9J08_004669		CAL0000226311
C4_03790W_A	RPN6	CAL0000176073	B9J08_000331		CAL0000226319
C2_00950C_A	RFC5	CAL0000201502	B9J08_003338		CAL0000226351
C3_00420W_A		CAL0000186672	B9J08_004009		CAL0000226367
C1_06790C_A	MRPL19	CAL0000178684	B9J08_003605		CAL0000226373
C3_05760W_A		CAL0000175122	B9J08_002098		CAL0000227981
C1_01010W_A		CAL0000190677	B9J08_005355		CAL0000227997
C2_05220C_A		CAL0000181901	B9J08_005016		CAL0000228003
C1_01420C_A	CRL1	CAL0000197260	B9J08_001001		CAL0000228023
C2_06420C_A	RTS1	CAL0000194680	B9J08_000074		CAL0000228025
C3_05980C_A	FAA2	CAL0000176665	B9J08_004059		CAL0000228075
C4_01190W_A	CAS5	CAL0000197117	B9J08_000765		CAL0000226391
C6_01500C_A	TRY5	CAL0000180184	B9J08_000829		CAL0000226405
C4_05160C_A		CAL0000183831	B9J08_004609		CAL0000226421
C1_12100C_A	PXA2	CAL0000196592	B9J08_001724		CAL0000226449
C5_00210C_A	BRE1	CAL0000187022	B9J08_001302		CAL0000226459
C5_02340C_A	CST20	CAL0000198103	B9J08_000984		CAL0000226465
C6_01470W_A		CAL0000195538	B9J08_000828		CAL0000228105
CR_03110W_A		CAL0000186309	B9J08_000356		CAL0000228131
C5_02040W_A		CAL0000197403	B9J08_004706		CAL0000228141
CR_06610W_A	STE2	CAL0000176630	B9J08_002069		CAL0000226533
C1_05090W_A	TRY2	CAL0000191257	B9J08_004495		CAL0000226537
C6_04310W_A	PEX11	CAL0000200064	B9J08_000397		CAL0000226539
C4_03040W_A		CAL0000183011	B9J08_000215		CAL0000226557
C1_03670C_A	DAO1	CAL0000179499	B9J08_004666		CAL0000226573
C5_03940C_A		CAL0000181747	B9J08_000450		CAL0000226623
C5_00460C_A	FET33	CAL0000197555	B9J08_002997		CAL0000226629
C3_01160W_A	MSS4	CAL0000192511	B9J08_002358		CAL0000226649
C1_14270W_A		CAL0000192193	B9J08_003054		CAL0000226669
C3_06990W_A		CAL0000175769	B9J08_004746		CAL0000226681
CR_00690C_A		CAL0000200391	B9J08_002155		CAL0000226699
C4_05130C_A	ALD6	CAL0000180476	B9J08_005580		CAL0000226705
C1_09260C_A	PTC1	CAL0000194483	B9J08_001580		CAL0000226717
C3_05410W_A		CAL0000188426	B9J08_002444		CAL0000226765
C4_00610W_A		CAL0000189688	B9J08_003524		CAL0000226773
C5_04270C_A	SAH1	CAL0000201641	B9J08_004352		CAL0000226781
C1_06930W_A	PGA63	CAL0000193385	B9J08_003396		CAL0000226795
C2_04990W_A		CAL0000201473	B9J08_005004		CAL0000226797
C6_04110W_A		CAL0000175251	B9J08_001929		CAL0000226819
C4_06230C_A		CAL0000197885	B9J08_000912		CAL0000226853
C2_03010C_A	RNR21	CAL0000188396	B9J08_004965		CAL0000226907
C3_00960W_A		CAL0000187080	B9J08_003311		CAL0000226915
C2_00210W_A	RPL38	CAL0000195876	B9J08_000136		CAL0000217067
CR_06920W_A		CAL0000186547	B9J08_001040		CAL0000217103
CR_03660C_A		CAL0000201195	B9J08_004852		CAL0000217109
C5_03820C_A	BUD7	CAL0000184594	B9J08_000666		CAL0000217177
C7_03910W_A	OGG1	CAL0000183658	B9J08_005256		CAL0000217185
C7_01910C_A		CAL0000197002	B9J08_003417		CAL0000217217
C2_10740C_A		CAL0000193421	B9J08_001492		CAL0000217223
C2_03450W_A		CAL0000183894	B9J08_004275		CAL0000217229
C2_10460C_A		CAL0000201618	B9J08_003742		CAL0000220625
C6_02540C_A		CAL0000184524	B9J08_001638		CAL0000220631
C5_04710W_A		CAL0000174814	B9J08_004298		CAL0000220637
C1_09130W_A	MNN47	CAL0000176316	B9J08_002246		CAL0000220643
CR_02610C_A		CAL0000187887	B9J08_004092		CAL0000221179
C6_03920W_A	SNF4	CAL0000191335	B9J08_003658		CAL0000221221
CR_04230W_A		CAL0000183888	B9J08_005489		CAL0000223091
C1_03170C_A		CAL0000195291	B9J08_000623		CAL0000223285
C1_08030W_A	PFY1	CAL0000200755	B9J08_000587		CAL0000223295
C7_01750W_A		CAL0000184431	B9J08_005096		CAL0000223299
C6_00670W_A	CDC14	CAL0000180943	B9J08_001868		CAL0000223319
C6_02150C_A		CAL0000183380	B9J08_000548		CAL0000223329
C5_04930C_A	MAL31	CAL0000184818	B9J08_002168		CAL0000223333
C2_08870C_A	PIR1	CAL0000186859	B9J08_004786		CAL0000223361
C1_01400C_A		CAL0000174729	B9J08_001000		CAL0000223365
C3_04300C_A	POL1	CAL0000174261	B9J08_005515		CAL0000223397
C4_02590C_A		CAL0000175447	B9J08_002023		CAL0000223411
C4_07210W_A		CAL0000178242	B9J08_000629		CAL0000223435
C2_10080W_A	RAP1	CAL0000192416	B9J08_003798		CAL0000223459
C1_13320C_A		CAL0000189598	B9J08_003966		CAL0000223469
C1_09190C_A	DAK2	CAL0000174642	B9J08_001368		CAL0000223475
C4_03290W_A		CAL0000192967	B9J08_004707		CAL0000223483
C7_02790C_A	POL3	CAL0000185849	B9J08_001960		CAL0000223487
C6_02490C_A		CAL0000188828	B9J08_001072		CAL0000223501
CR_07060C_A	CRZ2	CAL0000189549	B9J08_000447		CAL0000223503
C2_03070C_A	SMP3	CAL0000175734	B9J08_005032		CAL0000223517
C7_00870W_A		CAL0000177418	B9J08_005264		CAL0000223531
C4_05890W_A		CAL0000184333	B9J08_002523		CAL0000223547
C5_02720W_A	PEP12	CAL0000195179	B9J08_001091		CAL0000223599
CR_05730C_A		CAL0000178303	B9J08_001696		CAL0000223609
C4_04570W_A	RCE1	CAL0000185732	B9J08_001757		CAL0000223667
C6_00650C_A	RPS13	CAL0000187390	B9J08_001870		CAL0000223695
C5_03480C_A		CAL0000179770	B9J08_004725		CAL0000223709
C3_06140W_A		CAL0000197734	B9J08_004623		CAL0000223733
C3_05250C_A		CAL0000186615	B9J08_004435		CAL0000223753
C5_03960W_A		CAL0000191323	B9J08_004065		CAL0000223779
C1_09290C_A	ARG5,6	CAL0000175409	B9J08_002303		CAL0000223797
C3_07740W_A		CAL0000180754	B9J08_004134		CAL0000220577
C1_01170C_A	ZCF17	CAL0000198600	B9J08_003407		CAL0000220517
C3_04720C_A		CAL0000197794	B9J08_003758		CAL0000220525
C1_06100C_A	MSI3	CAL0000182153	B9J08_001910		CAL0000220555
C3_05350C_A	SMI1B	CAL0000191868	B9J08_000374		CAL0000220563
C1_03550C_A	COQ6	CAL0000194332	B9J08_001281		CAL0000220613
C4_03100W_A	RBT7	CAL0000180106	B9J08_001380		CAL0000220627
CR_08520C_A		CAL0000175685	B9J08_000119		CAL0000220599
C1_11350C_A	TOS4	CAL0000194861	B9J08_005255		CAL0000224071
CR_00920W_A	CCE1	CAL0000187718	B9J08_003488		CAL0000224089
C3_02110W_A	RPL12	CAL0000181929	B9J08_005336		CAL0000224113
C4_02290W_A	LAB5	CAL0000198437	B9J08_001422		CAL0000224123
C1_12540W_A		CAL0000190411	B9J08_003468		CAL0000224145
CR_04340W_A	PIM1	CAL0000197537	B9J08_005478		CAL0000224171
C1_03230C_A	ARX1	CAL0000194302	B9J08_002321		CAL0000224229
C4_01450W_A	PWP1	CAL0000198308	B9J08_003298		CAL0000224245
C1_02440C_A		CAL0000186385	B9J08_002603		CAL0000220841
C1_05850W_A	POL32	CAL0000193896	B9J08_002539		CAL0000220843
C2_00550W_A		CAL0000192010	B9J08_002186		CAL0000220849
C3_00390W_A		CAL0000180828	B9J08_004012		CAL0000222005
CR_09310W_A		CAL0000179997	B9J08_004511		CAL0000222023
C1_08440C_A		CAL0000196805	B9J08_000817		CAL0000223543
C3_04610W_A	MEA1	CAL0000189640	B9J08_003957		CAL0000223765
C5_04810W_A	PFK1	CAL0000186427	B9J08_004309		CAL0000224377
C7_01520W_A	FLU1	CAL0000199735	B9J08_002795		CAL0000224407
C6_03350C_A	ARP4	CAL0000192300	B9J08_002988		CAL0000224421
C3_06050C_A		CAL0000181478	B9J08_001913		CAL0000224469
C1_05240C_A	RPT1	CAL0000180078	B9J08_001338		CAL0000225223
C3_06800C_A		CAL0000200583	B9J08_003410		CAL0000225243
C4_06390W_A	SOU1	CAL0000190633	B9J08_001809		CAL0000225247
C1_07120W_A	GAP4	CAL0000198089	B9J08_002280		CAL0000223821
C3_00650W_A	NGT1	CAL0000196334	B9J08_002864		CAL0000223827
C2_05300C_A		CAL0000200433	B9J08_005012		CAL0000223831
C6_01360W_A		CAL0000188234	B9J08_002372		CAL0000223845
C3_02170C_A	LAP41	CAL0000183019	B9J08_002637		CAL0000223847
C2_08460C_A		CAL0000201199	B9J08_005067		CAL0000223855
CR_01320C_A		CAL0000178696	B9J08_002462		CAL0000223875
C2_02820C_A		CAL0000180924	B9J08_003074		CAL0000223901
C5_01930W_A		CAL0000180558	B9J08_004813		CAL0000223947
C6_02890C_A	HPD1	CAL0000185703	B9J08_004804		CAL0000223971
C3_00510W_A		CAL0000186099	B9J08_003812		CAL0000223973
C1_07660W_A		CAL0000198519	B9J08_005434		CAL0000223979
C2_08740W_A		CAL0000180286	B9J08_005190		CAL0000224009
C2_07550W_A		CAL0000185990	B9J08_001148		CAL0000224035
CR_08560C_A	UBC9	CAL0000200419	B9J08_000113		CAL0000224043
C4_04080C_A	PGA31	CAL0000183944	B9J08_000117		CAL0000224047
C2_00360C_A		CAL0000176020	B9J08_001642		CAL0000224477
C3_00370C_A	BUD21	CAL0000175497	B9J08_004014		CAL0000224485
C2_08140C_A	PHM7	CAL0000191215	B9J08_000501		CAL0000224497
C1_06720C_A		CAL0000195713	B9J08_004341		CAL0000224505
C7_03480W_A		CAL0000187267	B9J08_003788		CAL0000224513
C5_04090C_A	SUI1	CAL0000195380	B9J08_003118		CAL0000224533
C1_11110C_A		CAL0000197543	B9J08_005303		CAL0000224543
C1_06450C_A	RPS14B	CAL0000196584	B9J08_000605		CAL0000225413
CR_02910W_A		CAL0000176796	B9J08_000925		CAL0000225415
C5_04100W_A	CDS1	CAL0000174872	B9J08_003119		CAL0000225417
C1_07540C_A	BBC1	CAL0000176182	B9J08_003151		CAL0000225465
C2_04380C_A		CAL0000187593	B9J08_003724		CAL0000225467
C2_02460W_A	ERG7	CAL0000184383	B9J08_005007		CAL0000225497
C5_04150C_A		CAL0000193344	B9J08_000532		CAL0000225589
C3_06090C_A	OCH1	CAL0000174808	B9J08_002123		CAL0000225605
C5_01610W_A		CAL0000197135	B9J08_002338		CAL0000225611
C2_00370W_A	PDR6	CAL0000183439	B9J08_001643		CAL0000225625
C2_03090C_A	ADE8	CAL0000195096	B9J08_002771		CAL0000225645
C2_00120C_A	EMC9	CAL0000189218	B9J08_003902		CAL0000225647
C3_04930C_A	HGT4	CAL0000186910	B9J08_002259		CAL0000225675
CR_08580C_A		CAL0000193250	B9J08_000110		CAL0000225683
C1_04320W_A	GPM2	CAL0000180080	B9J08_003371		CAL0000225687
C5_05000C_A		CAL0000186337	B9J08_004326		CAL0000225693
CR_00870C_A		CAL0000193712	B9J08_003482		CAL0000225729
C1_09070W_A		CAL0000194881	B9J08_000725		CAL0000225771
C7_00850W_A		CAL0000197145	B9J08_005266		CAL0000225813
C1_07690C_A		CAL0000195471	B9J08_001593		CAL0000225829
CR_05960W_A		CAL0000183787	B9J08_000660		CAL0000225855
C3_06030W_A	NOG1	CAL0000194572	B9J08_001915		CAL0000226833
C1_00430W_A		CAL0000198706	B9J08_003165		CAL0000216427
C2_03080W_A	IDH2	CAL0000183793	B9J08_002770		CAL0000216523
CR_08450C_A		CAL0000198964	B9J08_000124		CAL0000216609
CR_07510W_A		CAL0000198927	B9J08_002222		CAL0000216615
C1_03690W_A		CAL0000183593	B9J08_004665		CAL0000216617
C1_13180W_A		CAL0000184814	B9J08_002031		CAL0000216453
C1_09010W_A	NAR1	CAL0000185143	B9J08_004548		CAL0000216457
CR_03940W_A		CAL0000179551	B9J08_001836		CAL0000216625
C5_01720C_A	RCY1	CAL0000199836	B9J08_001457		CAL0000216545
C3_05550C_A		CAL0000190365	B9J08_002409		CAL0000216555
C2_08600W_A	GTR1	CAL0000174018	B9J08_004588		CAL0000216557
C3_06290W_A		CAL0000183453	B9J08_000043		CAL0000216563
C7_01700W_A		CAL0000179241	B9J08_004159		CAL0000216477
C2_00160C_A	NAT2	CAL0000194961	B9J08_000391		CAL0000216479
C7_04110W_A	ENV7	CAL0000190373	B9J08_004923		CAL0000216483
C4_06570C_A	PDC11	CAL0000201027	B9J08_002231		CAL0000216491
CR_02180W_A	PHO113	CAL0000179588	B9J08_001489		CAL0000216809
C5_01980C_A		CAL0000197371	B9J08_002555		CAL0000216811
C7_02890C_A	PMT1	CAL0000192847	B9J08_000681		CAL0000216745
C1_05440C_A		CAL0000200650	B9J08_004515		CAL0000216823
C4_00580W_A		CAL0000188755	B9J08_004409		CAL0000216827
C4_06820C_A	CZF1	CAL0000193101	B9J08_003772		CAL0000216707
C1_03990W_A		CAL0000194949	B9J08_004978		CAL0000216721
CR_07330W_A	SMX4	CAL0000188432	B9J08_000570		CAL0000216667
CR_04050C_A	MEX67	CAL0000181331	B9J08_001846		CAL0000216751
C1_08490W_A		CAL0000197943	B9J08_000273		CAL0000216957
CR_04160C_A		CAL0000185106	B9J08_005364		CAL0000216959
C2_05360C_A	BIO32	CAL0000182851	B9J08_000990		CAL0000216975
C1_03870C_A		CAL0000183255	B9J08_004986		CAL0000217015
C7_03870W_A	RAD6	CAL0000194082	B9J08_004647		CAL0000218777
C4_06880C_A		CAL0000178710	B9J08_003779		CAL0000217055
C2_05700W_A	OSM1	CAL0000197318	B9J08_000874		CAL0000218755
C3_06850W_A	FCR1	CAL0000194585	B9J08_001232		CAL0000218787
CR_09020C_A	CHS2	CAL0000189212	B9J08_005077		CAL0000217397
C4_05360C_A		CAL0000198197	B9J08_003209		CAL0000217461
C5_05300W_A	RIB5	CAL0000190137	B9J08_001478		CAL0000217261
C4_01010C_A	DAG7	CAL0000179537	B9J08_003863		CAL0000217319
C2_00410C_A		CAL0000195316	B9J08_002193		CAL0000217477
CR_04860C_A		CAL0000189133	B9J08_001969		CAL0000217481
C5_04790C_A		CAL0000182072	B9J08_004307		CAL0000217333
C3_02440C_A	MED7	CAL0000180608	B9J08_002370		CAL0000217337
CR_00490W_A		CAL0000195020	B9J08_000697		CAL0000217341
C6_02040W_A	MCR1	CAL0000182452	B9J08_003681		CAL0000217489
C6_04580W_A	HXK1	CAL0000186127	B9J08_003836		CAL0000217427
C6_02190C_A		CAL0000199382	B9J08_000552		CAL0000217243
C1_13680C_A	GCV3	CAL0000189722	B9J08_000484		CAL0000217373
C4_05450C_A	CBR1	CAL0000182794	B9J08_003215		CAL0000217449
C2_09150W_A	MIT1	CAL0000176496	B9J08_003885		CAL0000217533
C1_01920W_A	ROA1	CAL0000197958	B9J08_005430		CAL0000217537
C4_05000W_A		CAL0000199273	B9J08_005215		CAL0000217545
C1_04660W_A	DUR1,2	CAL0000184290	B9J08_002457		CAL0000218809
C2_05100C_A	ERF1	CAL0000184893	B9J08_002484		CAL0000218819
CR_08090W_A	SSB1	CAL0000194973	B9J08_000102		CAL0000219465
C4_06850C_A		CAL0000175273	B9J08_003768		CAL0000218807
C1_08550C_A	GCF1	CAL0000184530	B9J08_000268		CAL0000220071
CR_09950C_A	SIK1	CAL0000178436	B9J08_002746		CAL0000220119
C4_03930C_A		CAL0000198588	B9J08_000302		CAL0000217607
C2_08850C_A		CAL0000175900	B9J08_005183		CAL0000217615
C2_05580W_A		CAL0000197165	B9J08_001168		CAL0000217629
C4_03050C_A		CAL0000178690	B9J08_000216		CAL0000217649
C3_01070C_A		CAL0000197704	B9J08_002623		CAL0000217689
C2_10810W_A		CAL0000189228	B9J08_001497		CAL0000220179
C3_05560W_A	PRE3	CAL0000200252	B9J08_002406		CAL0000220201
C1_02310C_A		CAL0000189656	B9J08_000953		CAL0000220235
C1_02250W_A	CWH8	CAL0000176202	B9J08_000947		CAL0000220257
CR_00580W_A	YRB1	CAL0000185845	B9J08_000692		CAL0000220313
CR_04180C_A		CAL0000201968	B9J08_005366		CAL0000220327
C2_05780C_A	MKK2	CAL0000192384	B9J08_000881		CAL0000217721
C3_04740C_A		CAL0000178060	B9J08_003761		CAL0000217727
C5_03150W_A		CAL0000182798	B9J08_002940		CAL0000220371
C3_01450C_A	MET18	CAL0000183277	B9J08_000180		CAL0000220373
C1_07790C_A		CAL0000195062	B9J08_001597		CAL0000220379
C4_01310W_A		CAL0000201928	B9J08_000767		CAL0000220405
C5_00650C_A	THR1	CAL0000196189	B9J08_001447		CAL0000220479
CR_08340W_A	CYS3	CAL0000178125	B9J08_000174		CAL0000220495
C7_02120C_A		CAL0000196878	B9J08_004683		CAL0000220899
C3_07500W_A	VAN1	CAL0000185280	B9J08_003572		CAL0000220905
C6_01120C_A		CAL0000199995	B9J08_004589		CAL0000220915
CR_10510W_A		CAL0000194538	B9J08_001245		CAL0000220939
C1_13540W_A	GUP1	CAL0000180356	B9J08_000237		CAL0000220947
C1_04080W_A	MAD2	CAL0000196404	B9J08_005136		CAL0000221001
C7_00520W_A		CAL0000184138	B9J08_000395		CAL0000221003
C2_02700C_A		CAL0000189613	B9J08_003083		CAL0000221007
C2_06690C_A	PEX22	CAL0000191468	B9J08_000059		CAL0000221011
C5_03980W_A		CAL0000175328	B9J08_002726		CAL0000221019
CR_09900C_A	DPB2	CAL0000187591	B9J08_001667		CAL0000221025
C2_09230C_A	KIS1	CAL0000178270	B9J08_002068		CAL0000221051
C2_04730W_A		CAL0000185783	B9J08_003188		CAL0000221055
C3_01640C_A		CAL0000175075	B9J08_001894		CAL0000221085
C2_00430C_A	DPB4	CAL0000184121	B9J08_002195		CAL0000221087
C5_03500W_A	GAP6	CAL0000192270	B9J08_000449		CAL0000221091
C5_04640C_A		CAL0000181847	B9J08_004401		CAL0000221101
CR_02970C_A		CAL0000180210	B9J08_003013		CAL0000221103
C2_07630C_A		CAL0000176228	B9J08_001153		CAL0000221107
C5_01500C_A	ZCF20	CAL0000186748	B9J08_002924		CAL0000221129
C7_01950W_A		CAL0000190075	B9J08_004925		CAL0000221139
C6_02430W_A		CAL0000195592	B9J08_001066		CAL0000221141
C4_01930C_A		CAL0000179287	B9J08_000760		CAL0000224631
C2_08470C_A	STN1	CAL0000192746	B9J08_005068		CAL0000224637
C3_00170C_A		CAL0000201471	B9J08_001776		CAL0000224657
C1_08700W_A		CAL0000179227	B9J08_004557		CAL0000224665
CR_02520W_A	RPC19	CAL0000179133	B9J08_004169		CAL0000224675
C1_13780W_A	MYO2	CAL0000190717	B9J08_000492		CAL0000224685
C3_01340W_A		CAL0000182575	B9J08_003308		CAL0000224713
C3_06610W_A		CAL0000186686	B9J08_000826		CAL0000224735
C2_01370C_A		CAL0000198983	B9J08_003853		CAL0000224757
C2_07680W_A		CAL0000188218	B9J08_001128		CAL0000224783
C1_13200C_A	REX3	CAL0000199313	B9J08_002033		CAL0000224785
C4_02960W_A		CAL0000189170	B9J08_001415		CAL0000224787
CR_08890C_A	ASR2	CAL0000190475	B9J08_000849		CAL0000224813
CR_06490C_A	HSP60	CAL0000174464	B9J08_003991		CAL0000224823
C1_10990C_A	RTG3	CAL0000194052	B9J08_000250		CAL0000224845
C1_02760W_A		CAL0000195169	B9J08_002329		CAL0000224847
C6_00280W_A	CPH2	CAL0000181382	B9J08_001679		CAL0000224849
C4_06270C_A	ERG26	CAL0000199131	B9J08_000920		CAL0000224857
C5_03040W_A		CAL0000179183	B9J08_002492		CAL0000224865
C6_02500C_A	GCV1	CAL0000177615	B9J08_001073		CAL0000224867
C1_03740W_A	WAR1	CAL0000177698	B9J08_003227		CAL0000224887
C1_13860C_A	GND1	CAL0000188008	B9J08_002350		CAL0000224947
C4_04720W_A		CAL0000186217	B9J08_004215		CAL0000224953
CR_01470W_A	CSP37	CAL0000182669	B9J08_003500		CAL0000224957
C2_02150C_A		CAL0000183478	B9J08_001188		CAL0000224971
C2_05390C_A		CAL0000191410	B9J08_003636		CAL0000224995
C5_04830W_A	SFL2	CAL0000195882	B9J08_004310		CAL0000225021
C3_04000C_A	CTN3	CAL0000181635	B9J08_000446		CAL0000218723
C7_01640W_A	LAT1	CAL0000189879	B9J08_004737		CAL0000218845
C1_00930C_A	SIN3	CAL0000177059	B9J08_003426		CAL0000218851
C5_02590C_A		CAL0000173980	B9J08_002131		CAL0000218879
CR_02120C_A		CAL0000180482	B9J08_001104		CAL0000218885
C4_04510W_A		CAL0000177979	B9J08_000916		CAL0000218923
C5_02690W_A		CAL0000176391	B9J08_002657		CAL0000218971
CR_03800C_A	PPH3	CAL0000195388	B9J08_005474		CAL0000218977
C1_07150W_A		CAL0000184286	B9J08_002288		CAL0000219019
C4_07100C_A		CAL0000181172	B9J08_003784		CAL0000219027
C1_07590C_A		CAL0000177244	B9J08_003147		CAL0000219091
C2_04960C_A		CAL0000197762	B9J08_005001		CAL0000219103
C1_09660W_A	DOA1	CAL0000180586	B9J08_004043		CAL0000219125
C6_04480C_A		CAL0000199404	B9J08_003161		CAL0000219133
C2_05990C_A		CAL0000179939	B9J08_003187		CAL0000219173
C1_05480C_A		CAL0000176576	B9J08_003698		CAL0000219235
C1_06580W_A	RPS23A	CAL0000197722	B9J08_003677		CAL0000219241
C2_03380W_A	PAN1	CAL0000184200	B9J08_004286		CAL0000224763
C4_00290C_A		CAL0000193776	B9J08_003461		CAL0000225081
C2_09590C_A		CAL0000177748	B9J08_004825		CAL0000227271
C4_03960W_A		CAL0000192760	B9J08_005200		CAL0000219199
C4_04650W_A		CAL0000175469	B9J08_004212		CAL0000219249
C2_07940C_A	ALG7	CAL0000195644	B9J08_004221		CAL0000220953
C4_04170C_A	AXL2	CAL0000174439	B9J08_005205		CAL0000220957
CR_05560W_A		CAL0000192947	B9J08_005113		CAL0000225091
C1_00820W_A		CAL0000180272	B9J08_004942		CAL0000225127
C4_06810C_A		CAL0000201727	B9J08_003773		CAL0000225189
C4_00510C_A	RLP24	CAL0000179590	B9J08_004413		CAL0000225197
C3_05360C_A		CAL0000175783	B9J08_002618		CAL0000225205
CR_10490W_A	EIF4E	CAL0000195194	B9J08_001243		CAL0000225221
C3_07110W_A		CAL0000176134	B9J08_004757		CAL0000225285
C4_05550C_A	GVP36	CAL0000197945	B9J08_003218		CAL0000225289
C4_05330C_A		CAL0000187814	B9J08_003206		CAL0000225291
CR_03960C_A		CAL0000177089	B9J08_001838		CAL0000225311
C5_02430W_A	ZCF22	CAL0000188293	B9J08_004883		CAL0000225319
C1_12360C_A	RIB3	CAL0000192139	B9J08_003916		CAL0000225343
C4_00160C_A	CAR2	CAL0000189642	B9J08_003517		CAL0000225377
C7_03080W_A	LMO1	CAL0000191537	B9J08_001511		CAL0000216093
C1_02460W_A	RPL10	CAL0000194016	B9J08_002601		CAL0000216109
CR_10710C_A	VPS52	CAL0000188207	B9J08_001259		CAL0000216111
C5_02500C_A		CAL0000199233	B9J08_004388		CAL0000216201
C3_01080W_A	MRPL33	CAL0000179666	B9J08_002622		CAL0000216263
C2_00970C_A	UBP13	CAL0000181088	B9J08_003340		CAL0000216309
C1_04670W_A	HAT1	CAL0000199484	B9J08_002458		CAL0000216321
C1_03600W_A		CAL0000178850	B9J08_003673		CAL0000216325
C6_04290W_A		CAL0000181939	B9J08_003010		CAL0000216335
C2_06530W_A		CAL0000198079	B9J08_002824		CAL0000216387
C6_04120C_A		CAL0000191245	B9J08_000396		CAL0000216395
C4_06060W_A	VPS13	CAL0000187466	B9J08_003354		CAL0000216403
C4_01150W_A	ASK1	CAL0000194135	B9J08_000130		CAL0000225273
C3_00220W_A	HGT19	CAL0000199303	B9J08_005025		CAL0000217769
CR_10700W_A	RFC4	CAL0000187522	B9J08_001258		CAL0000217811
CR_08210C_A	ACO1	CAL0000182282	B9J08_004914		CAL0000217819
C7_00510W_A	MAC1	CAL0000188166	B9J08_001121		CAL0000217835
C5_02410C_A		CAL0000180386	B9J08_004350		CAL0000217841
CR_04170W_A		CAL0000190202	B9J08_005365		CAL0000217847
C2_07960C_A	NSA1	CAL0000184567	B9J08_004219		CAL0000217853
